Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Defective HDR Through Homologous Recombination Repair Due to PALB2 Loss of BRCA1 Binding Function	6/25	7.87963543368233e-05	0.00109453060945994	6	0.24	RAD51AP1;BLM;BRIP1;RAD51;EXO1;BRCA1
Defective HDR Through Homologous Recomb Repair Due to PALB2 Loss of BRCA2 RAD51 RAD51C Binding Fnc	6/25	7.87963543368233e-05	0.00109453060945994	6	0.24	RAD51AP1;BLM;BRIP1;RAD51;EXO1;BRCA1
Defective Homologous Recombination Repair (HRR) Due to BRCA1 Loss of Function	6/25	7.87963543368233e-05	0.00109453060945994	6	0.24	RAD51AP1;BLM;BRIP1;RAD51;EXO1;BRCA1
Defective Homologous Recombination Repair (HRR) Due to PALB2 Loss of Function	6/25	7.87963543368233e-05	0.00109453060945994	6	0.24	RAD51AP1;BLM;BRIP1;RAD51;EXO1;BRCA1
Kinesins	9/62	9.33852211079488e-05	0.00127722248561487	9	0.145161290322581	CENPE;KIF18A;RACGAP1;KIFC1;KIF4A;KIF23;KIF11;KIF20A;KIF15
G2 M DNA Damage Checkpoint	10/77	0.00010128810711753	0.00134560814167591	10	0.12987012987013	RFC3;BLM;BRIP1;CCNB1;RFC4;EXO1;CHEK1;SFN;BRCA1;CDC25C
HDR Through Single Strand Annealing (SSA)	7/37	0.000101412537111683	0.00134560814167591	7	0.189189189189189	BLM;BRIP1;RFC3;RFC4;RAD51;EXO1;BRCA1
Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins	9/64	0.00012019263789699	0.00157134198662389	9	0.140625	CDC20;CCNA2;CCNB1;PTTG1;UBE2C;PLK1;BUB1B;NEK2;MAD2L1
Resolution of D-loop Structures Through Synthesis-Dependent Strand Annealing (SDSA)	6/27	0.000125126478585652	0.00161213680380644	6	0.222222222222222	RAD51AP1;BLM;BRIP1;RAD51;EXO1;BRCA1
Transcription of E2F Targets Under Negative Control by DREAM Complex	5/19	0.000198984582624533	0.00252710419933157	5	0.263157894736842	TOP2A;E2F1;CDC6;LIN9;CDC25A
Lagging Strand Synthesis	5/20	0.000258777791137295	0.00324018952564866	5	0.25	PRIM2;FEN1;RFC3;RFC4;PRIM1
Activation of Gene Expression by SREBF (SREBP)	7/43	0.000271526785047669	0.00335260155426914	7	0.162790697674419	FDPS;SQLE;SCD;FASN;LSS;ACACA;SREBF2
Regulation of TP53 Activity	14/160	0.000352066603443118	0.00428749603371139	14	0.0875	BLM;RFC3;RFC4;CDKN2A;EHMT2;BRCA1;AURKB;AURKA;CCNA2;TPX2;BRIP1;EXO1;CHEK1;CDK5R1
E2F Mediated Regulation of DNA Replication	5/22	0.000418179003620298	0.00502379911106007	5	0.227272727272727	PRIM2;CCNB1;MCM8;PRIM1;E2F1
Chk1 Chk2(Cds1) Mediated Inactivation of Cyclin B Cdk1 Complex	4/13	0.000467823917686789	0.00544411167077814	4	0.307692307692308	CCNB1;CHEK1;SFN;CDC25C
Telomere C-strand (Lagging Strand) Synthesis	6/34	0.000475421559229593	0.00544411167077814	6	0.176470588235294	PRIM2;BLM;FEN1;RFC3;RFC4;PRIM1
Cyclin D Associated Events in G1	7/47	0.000477661091474348	0.00544411167077814	7	0.148936170212766	CDKN2B;CDKN2C;CCNE2;CDKN2A;CCNE1;E2F1;E2F2
G1 Phase	7/47	0.000477661091474348	0.00544411167077814	7	0.148936170212766	CDKN2B;CDKN2C;CCNE2;CDKN2A;CCNE1;E2F1;E2F2
Phosphorylation of Emi1	3/6	0.000507055602604823	0.00570598013564161	3	0.5	CDC20;CCNB1;PLK1
Diseases of Programmed Cell Death	9/78	0.000548413591236251	0.00609424603261284	9	0.115384615384615	PRIM2;CDKN2A;PRIM1;DNMT3B;CDC25C;CDC25A;LMNB1;CDK5R1;EZH2
APC C Cdc20 Mediated Degradation of Mitotic Proteins	8/63	0.00057970063391153	0.00636239337712778	8	0.126984126984127	CDC20;CCNA2;CCNB1;PTTG1;UBE2C;BUB1B;NEK2;MAD2L1
Leading Strand Synthesis	4/14	0.000639426576279132	0.00684879790737528	4	0.285714285714286	PRIM2;RFC3;RFC4;PRIM1
Polymerase Switching	4/14	0.000639426576279132	0.00684879790737528	4	0.285714285714286	PRIM2;RFC3;RFC4;PRIM1
Defective Intrinsic Pathway for Apoptosis	5/25	0.000783051694417579	0.00828729709925271	5	0.2	CDKN2A;CDC25C;CDC25A;LMNB1;CDK5R1
Extension of Telomeres	7/51	0.000792730914663199	0.00829103274277158	7	0.137254901960784	CCNA2;PRIM2;FEN1;RFC3;BLM;RFC4;PRIM1
