Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Response to Ketone (GO:1901654)	7/24	0.000185120002052616	0.00581061132656416	7	0.291666666666667	GHR;TGFBR3;CCL21;TGFB3;CCL19;THBS1;NKX3-1
Response to Molecule of Bacterial Origin (GO:0002237)	12/67	0.000193726362867039	0.00602228203028017	12	0.17910447761194	IL6;GCH1;IL1B;NR1I2;PTPN22;IRAK3;FCGR2B;CXCL2;TLR4;SELE;S100A8;SNCA
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	24/202	0.00019813006400551	0.00610051901837918	24	0.118811881188119	P2RY12;VIPR1;PTGIR;RAMP3;PTGER2;GCGR;GPR65;PDE2A;GLP2R;FPR1;SCTR;NPY1R;ADRA1B;RXFP1;AKAP12;MARCO;GNA14;C1QTNF1;PRKAR2B;RGS1;TBXA2R;GPR171;GRM8;GPR146
Regulation of Tumor Necrosis Factor Production (GO:0032680)	18/131	0.000202962876025591	0.00619036771878051	18	0.137404580152672	IL33;GSTP1;PTPN22;IRAK3;LILRB1;IGF1;LILRA2;THBS1;LILRA5;ZFP36;IL6;PTPRC;FCGR3B;CCL3;CCL19;FCGR2B;TLR4;CD33
Sterol Metabolic Process (GO:0016125)	11/58	0.000210190419274033	0.00635089369638269	11	0.189655172413793	CYP39A1;CH25H;CETP;CYP4V2;ANGPTL3;APOF;LCAT;APOA4;CYP7B1;APOA5;CYP8B1
Regulation of Type II Interferon Production (GO:0032649)	14/88	0.000217522137472927	0.0064893721890235	14	0.159090909090909	CD274;CR1;CRTAM;IL18;PTPN22;LILRB1;PDCD1LG2;AXL;IL1B;PDE4B;SLAMF6;TLR4;CD244;IL18R1
Negative Regulation of Cytokine Production (GO:0001818)	23/191	0.000218787989051519	0.0064893721890235	23	0.120418848167539	CD274;GBP7;CR1;SFTPD;PTPN22;IRAK3;LILRB1;PDCD1LG2;KLF4;THBS1;LILRA5;SIGIRR;ZFP36;IL6;RNF125;PTPRC;AXL;HMOX1;VSIG4;SIGLEC1;FCGR2B;TLR4;CD33
Cell Chemotaxis (GO:0060326)	13/78	0.000225223092814677	0.00661951144608955	13	0.166666666666667	CCL14;CCR1;CCL23;EGR3;CCL21;CXCR6;NR4A1;CXCL12;AGTR1;CCL3;EPHB1;ENG;EPHA2
Synapse Organization (GO:0050808)	19/144	0.000233922294073134	0.00681325024088688	19	0.131944444444444	C1QB;GPM6A;C1QA;NLGN4X;LRRK2;LRRC4;SEMA3E;ANK3;SLITRK2;MYOT;SLITRK3;SLITRK6;CNTN4;GPC4;LRRC4C;PDZRN3;CBLN2;SNCA;C1QC
Macrophage Migration (GO:1905517)	5/12	0.000245261266780102	0.00707972924553633	5	0.416666666666667	EDNRB;CCL5;SFTPD;CCL3;CCL2
Positive Regulation of Signal Transduction (GO:0009967)	28/256	0.000251116603972555	0.00718460159861301	28	0.109375	LAMA2;CD80;GATA3;RELN;CCL5;RSPO3;DACT1;CCBE1;TSLP;GDF2;IGF2;LY86;IGF1;TPD52L1;F3;BMP6;SULF2;SFRP1;IL6;PTPRC;AXL;IL1B;HAND2;CD226;TEK;LGR6;IL7R;FGFR2
Regulation of Interleukin-2 Production (GO:0032663)	10/50	0.000257266706140991	0.00729599351713881	10	0.2	ZFP36;CD4;CR1;PTPRC;IRF4;CD80;IL1B;SFTPD;PDE4B;VSIG4
Regulation of SMAD Protein Signal Transduction (GO:0060390)	11/60	0.000287031637079737	0.00806933289285904	11	0.183333333333333	TGFBR3;BMPER;TGFB3;CILP;VEPH1;ATOH8;GDF2;GDF6;BMP6;ENG;BMP5
Positive Regulation of Gene Expression (GO:0010628)	41/436	0.000307692378625645	0.00857559879393716	41	0.0940366972477064	ITK;SLC24A3;RAMP3;PTPN22;CLEC9A;CD3E;AREG;THBS1;EPB41L4B;C1QTNF1;MYC;CCL3;ITGB8;CCL2;NKX3-1;NTRK2;EGR1;IL33;NFAM1;GCGR;EPHX2;PDE2A;CRTAM;ANK2;LILRB1;ANK3;IGF1;KLF4;F3;BMP6;EREG;TGFBR3;OLFM1;PLSCR1;IL6;HAND2;IL1B;SPRY2;CPEB3;TLR4;RBMS3
Acylglycerol Homeostasis (GO:0055090)	7/26	0.00032043528855447	0.00885442126407352	7	0.269230769230769	CETP;APOC4;IL18;ANGPTL3;APOA4;ANGPTL4;APOA5
Eosinophil Chemotaxis (GO:0048245)	6/19	0.00033484608723103	0.00894675537204893	6	0.315789473684211	CCL21;CCL5;CCL4;CCL3;CCL2;CCL19
Eosinophil Migration (GO:0072677)	6/19	0.00033484608723103	0.00894675537204893	6	0.315789473684211	CCL21;CCL5;CCL4;CCL3;CCL2;CCL19
Negative Regulation of Endopeptidase Activity (GO:0010951)	6/19	0.00033484608723103	0.00894675537204893	6	0.315789473684211	CR1;SERPINE1;SPOCK3;FETUB;SERPINB9;SERPINB8
Regulation of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043567)	6/19	0.00033484608723103	0.00894675537204893	6	0.315789473684211	CILP;IGFBP3;IGF1;IGFBP6;BMP5;NKX3-1
Positive Regulation of Monoatomic Ion Transport (GO:0043270)	9/43	0.000363933250101142	0.00956582274452839	9	0.209302325581395	CCR1;CCL5;CCL4;CCL3;ANK2;PRSS8;ANK3;LILRA2;LILRA5
Regulation of Chemokine Production (GO:0032642)	9/43	0.000363933250101142	0.00956582274452839	9	0.209302325581395	SIGIRR;CSF1R;EGR1;IL33;IL6;TSLP;IL18;HMOX1;TLR4
Positive Regulation of Angiogenesis (GO:0045766)	17/126	0.000375289614667548	0.00978476874371116	17	0.134920634920635	ECM1;PTGIS;HSPB6;ANXA3;SERPINE1;GDF2;KLF4;F3;THBS1;BMPER;TNN;IL1B;ANGPTL3;HMOX1;ITGB8;ANGPTL4;TEK
Steroid Catabolic Process (GO:0006706)	5/13	0.00038110594832348	0.00985692424743849	5	0.384615384615385	HSD11B1;SULT1E1;CYP1A2;CYP3A4;FGF23
Negative Regulation of Signal Transduction (GO:0009968)	29/277	0.000410187739715857	0.0105248965277886	29	0.104693140794224	HHIP;GATA3;APCDD1;LILRA2;THBS1;SOCS2;CRHBP;RGS2;CCL5;DACT3;DACT1;NKX3-1;SNCA;PTGIR;SEMA6A;IGFBP3;IRAK3;DCN;SULF2;BMP5;SIGIRR;NR4A2;SFRP1;PTPRC;MMRN1;CILP;SFRP5;IL1B;SPRY2
Positive Regulation of miRNA Metabolic Process (GO:2000630)	10/53	0.000422534653386998	0.0106737416338541	10	0.188679245283019	FOSL1;EGR1;NGFR;IL6;MYC;ATOH8;FOS;GATA3;KLF4;AREG
Protein Tetramerization (GO:0051262)	13/83	0.000422591688565829	0.0106737416338541	13	0.156626506024096	KCND3;GLS2;SHMT1;AQP4;UPB1;GNMT;ALDH1A3;TDO2;VSIG2;MS4A1;CBR4;GRIA3;SNCA
Negative Regulation of Epithelial Cell Proliferation (GO:0050680)	12/73	0.000442901849154502	0.0111000130102055	12	0.164383561643836	TGFBR3;RCAN1;SFRP1;ATOH8;GDF2;GATA3;MCC;THBS1;FGFR2;NKX3-1;EREG;ENG
Positive Regulation of Macrophage Migration (GO:1905523)	6/20	0.00045691870041155	0.0113632166033119	6	0.3	P2RY12;CSF1R;CCL5;CCL3;CCL2;THBS1
Negative Regulation of Production of Molecular Mediator of Immune Response (GO:0002701)	4/8	0.000470872202309802	0.0116208383974625	4	0.5	CR1;FCRL3;LILRB1;FCGR2B
Cellular Response to BMP Stimulus (GO:0071773)	10/54	0.000494162604880842	0.0120122383577426	10	0.185185185185185	TMEM100;TGFBR3;SFRP1;GDF2;SLC39A5;SMAD9;GDF6;BMP6;ENG;BMP5
Regulation of Smooth Muscle Cell Proliferation (GO:0048660)	10/54	0.000494162604880842	0.0120122383577426	10	0.185185185185185	PTGIR;IL6;NR4A3;IGFBP3;CCL5;IL18;HMOX1;IGF1;THBS1;EREG
Regulation of Natural Killer Cell Mediated Cytotoxicity (GO:0042269)	8/36	0.000501439617421671	0.0120981662919721	8	0.222222222222222	KLRK1;KLRB1;CRTAM;SLAMF6;LILRB1;CD226;KLRD1;KLRC1
Granulocyte Chemotaxis (GO:0071621)	11/64	0.000512830447961668	0.0121910355754417	11	0.171875	CXCL6;CCL21;CCL5;CCL4;PDE4B;CCL3;CCL2;S100A12;CCL19;PPBP;S100A8
Monocarboxylic Acid Biosynthetic Process (GO:0072330)	11/64	0.000512830447961668	0.0121910355754417	11	0.171875	CYP39A1;ALDH1A3;ACSM3;AKR1D1;MLYCD;CYP7B1;SLC27A2;CYP8B1;SLC27A5;CBR4;ACMSD
Fatty Acid Metabolic Process (GO:0006631)	17/130	0.000542481044699629	0.0128017607117803	17	0.130769230769231	CYP2J2;ACSM3;HPGD;CYP4F2;CYP4A11;CYP2C19;PTGS2;CPT2;CYP1A1;ANGPTL3;MLYCD;CYP2E1;ACAA1;SLC27A2;HAO2;SLC27A5;CBR4
Acute-Phase Response (GO:0006953)	5/14	0.000566920103717963	0.0131859906138142	5	0.357142857142857	SIGIRR;ITIH4;IL6;PLSCR1;MBL2
Response to Prostaglandin E (GO:0034695)	5/14	0.000566920103717963	0.0131859906138142	5	0.357142857142857	TGFBR3;SFRP1;CCL21;PTGER2;CCL19
Positive Regulation of Cell Junction Assembly (GO:1901890)	11/65	0.000588063360284973	0.0134837506652576	11	0.169230769230769	ACE2;SFRP1;CLSTN2;SLITRK2;SLITRK3;SLITRK6;GDF2;IL1RAP;TEK;EPHB1;EPHA2
Regulation of Cell-Matrix Adhesion (GO:0001952)	11/65	0.000588063360284973	0.0134837506652576	11	0.169230769230769	PKHD1;SFRP1;CCL21;SEMA3E;LDB2;CD3E;THBS1;EPHA3;SKAP1;GPM6B;AJAP1
Regulation of Neuroinflammatory Response (GO:0150077)	6/21	0.000611055519287749	0.0139122710835021	6	0.285714285714286	IL33;IL6;IL1B;IL18;IGF1;PTGS2
Positive Regulation of Vasculature Development (GO:1904018)	15/109	0.000657851560449927	0.0148410874152715	15	0.137614678899083	ECM1;PTGIS;HSPB6;ANXA3;SERPINE1;GDF2;F3;THBS1;CXCL12;IL1B;ANGPTL3;HMOX1;ITGB8;ANGPTL4;TEK
Intracellular Zinc Ion Homeostasis (GO:0006882)	7/29	0.000661032040766808	0.0148410874152715	7	0.241379310344828	MT1A;MT1M;MT1F;MT1G;MT1X;MT1H;MT1B
BMP Signaling Pathway (GO:0030509)	9/47	0.000726456875339156	0.0161974832963551	9	0.191489361702128	TMEM100;TGFBR3;GDF2;SLC39A5;SMAD9;GDF6;BMP6;BMP5;ENG
Cellular Response to Interleukin-1 (GO:0071347)	10/57	0.000771785078654231	0.0170902819129392	10	0.175438596491228	EGR1;SFRP1;PTGIS;IL1B;CCL5;CCL3;CCL2;IRAK3;IL1RAP;NKX3-1
Cell-Cell Adhesion via Plasma-Membrane Adhesion Molecules (GO:0098742)	20/171	0.000796026617136555	0.0171551556341566	20	0.116959064327485	CADM2;CRTAM;LRRC4;CLDN2;SELE;CLDN11;CLDN10;SELL;SLITRK2;CEACAM6;MYOT;SLITRK3;CDH23;DSG1;HMCN1;CNTN4;FAT4;GPC4;LRRC4C;CDH19
Positive Regulation of Natural Killer Cell Mediated Cytotoxicity (GO:0045954)	6/22	0.000802637128808346	0.0171551556341566	6	0.272727272727273	KLRK1;CRTAM;CD226;KLRD1;SLAMF6;KLRC1
T-helper 17 Cell Lineage Commitment (GO:0072540)	4/9	0.000811858587078863	0.0171551556341566	4	0.444444444444444	SOCS3;IL6;IRF4;SLAMF6
Fat-Soluble Vitamin Catabolic Process (GO:0042363)	4/9	0.000811858587078863	0.0171551556341566	4	0.444444444444444	CYP26A1;CYP4F2;CYP3A4;FGF23
Genomic Imprinting (GO:0071514)	4/9	0.000811858587078863	0.0171551556341566	4	0.444444444444444	DIRAS3;ZDBF2;DNMT3L;IGF2
Organic Acid Metabolic Process (GO:0006082)	4/9	0.000811858587078863	0.0171551556341566	4	0.444444444444444	CYP2J2;CYP2C9;CYP2C8;CYP2C19
Regulation of Dendritic Cell Apoptotic Process (GO:2000668)	4/9	0.000811858587078863	0.0171551556341566	4	0.444444444444444	CXCL12;CCL21;LILRB1;CCL19
Negative Regulation of Antigen Receptor-Mediated Signaling Pathway (GO:0050858)	7/30	0.000822995222416541	0.0172775555459265	7	0.233333333333333	CD300A;PVRIG;FCRL3;SH2D1A;PTPN22;SLA2;FCGR2B
Natural Killer Cell Activation (GO:0030101)	9/48	0.00085246334626743	0.0177807354740813	9	0.1875	FCGR3B;KLRK1;PTPRC;SH2D1A;SLAMF7;FYN;CD48;PBX1;CD244
Positive Regulation of Type II Interferon Production (GO:0032729)	10/58	0.000888784377406741	0.0184194864881795	10	0.172413793103448	IL1B;CRTAM;PDE4B;IL18;PTPN22;SLAMF6;LILRB1;TLR4;CD244;IL18R1
Positive Regulation of Smooth Muscle Cell Proliferation (GO:0048661)	9/49	0.000995668266551576	0.0205031560876512	9	0.183673469387755	IL6;NR4A3;MMP2;CCL5;IL18;HMOX1;IGF1;THBS1;EREG
Protein Homotetramerization (GO:0051289)	10/59	0.00101994691081089	0.0207389205198215	10	0.169491525423729	ALDH1A3;TDO2;VSIG2;GLS2;SHMT1;AQP4;UPB1;CBR4;GRIA3;GNMT
Response to Interleukin-1 (GO:0070555)	10/59	0.00101994691081089	0.0207389205198215	10	0.169491525423729	SFRP1;PTGIS;IL1B;CCL5;CCL3;CCL2;IRAK3;SELE;NKX3-1;SNCA
Negative Regulation of Peptidase Activity (GO:0010466)	6/23	0.00103742432126967	0.020832253606614	6	0.260869565217391	ECM1;SERPINE1;SPOCK3;FETUB;SERPINB9;SERPINB8
Prostanoid Metabolic Process (GO:0006692)	6/23	0.00103742432126967	0.020832253606614	6	0.260869565217391	PTGIS;HPGD;GSTP1;CYP2S1;TBXAS1;PTGDS
Branching Morphogenesis of an Epithelial Tube (GO:0048754)	8/40	0.0010551527051541	0.0209282742071362	8	0.2	PKHD1;MYC;GDF2;TCF21;SEMA3E;NKX3-1;ENG;EPHA2
Regulation of T Cell Receptor Signaling Pathway (GO:0050856)	8/40	0.0010551527051541	0.0209282742071362	8	0.2	PTPRC;CD300A;PVRIG;TRAT1;SH2D1A;PTPN22;CD226;SLA2
Fatty Acid Biosynthetic Process (GO:0006633)	11/70	0.00111584350241849	0.0219024994968049	11	0.157142857142857	CYP2C9;CYP2C8;ACSM3;SCD5;CYP1A2;CYP1A1;MLYCD;CYP2E1;CYP3A4;PTGS2;CBR4
Digestive Tract Morphogenesis (GO:0048546)	5/16	0.00113136944508705	0.0219024994968049	5	0.3125	PDGFRA;FOXF1;SFRP5;TCF21;FGFR2
Negative Regulation of Interleukin-10 Production (GO:0032693)	5/16	0.00113136944508705	0.0219024994968049	5	0.3125	CD274;LILRB1;PDCD1LG2;FCGR2B;THBS1
Regulation of Non-Canonical Wnt Signaling Pathway (GO:2000050)	5/16	0.00113136944508705	0.0219024994968049	5	0.3125	TIAM1;SFRP1;SFRP5;RSPO3;DACT1
Negative Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556)	9/50	0.00115775697842884	0.0220054047993757	9	0.18	CD274;GSTP1;PTPN22;IRAK3;LILRB1;IGF1;TLR4;THBS1;CD33
