Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Anxiety Disorders	51/396	4.75747199539126e-09	2.23002561479333e-07	51	0.128787878787879	GABRB3;SRPX;LRRK2;SERPINE1;OXT;DBH;NR3C2;CRHBP;ADAMTS2;RGS2;GRM8;PDE4B;EOMES;NPY5R;NPY1R;KRT7;FOS;ANK3;AR;F8;F9;NCOR1;FOLH1;IL1B;AGTR1;CYP2E1;PVALB;CRP;ADH1B;CHRNA4;SLC1A1;SLC1A2;PTGS2;CYP2C19;CYP2B6;NTF3;FYN;NCAM1;PRODH;MFAP3L;NTRK2;EGR1;IGF2;IGF1;ESR1;SLC2A9;RCAN1;IL6;TCN1;ALPL;ALLC
Nonalcoholic Steatohepatitis	34/209	5.58312454857551e-09	2.59982602334325e-07	34	0.162679425837321	ABCB4;GSTP1;PRF1;GPT;CYP3A4;HSD11B1;CYP2B6;CPT2;LEPR;HMOX1;CCL2;MLYCD;CD14;IL13RA2;IL33;GCKR;LUM;B3GAT1;CYBB;HBA1;CYP7B1;CYP8B1;DCN;TM6SF2;IL6;IL1B;CYP1A2;PEMT;FAS;CYP2E1;MT1B;HAMP;TLR4;S100A8
Leukemia, Myelocytic, Acute	145/1703	7.07846045188502e-09	3.27459758682628e-07	145	0.085143863769818	CDA;EPO;CD80;AQP9;PRF1;MRGPRF;IL1RAP;IKZF1;BACH2;RGS2;MYC;LEPR;VSIG4;RAG1;PRIMA1;PDGFRA;SDS;SEMA6A;HGF;KRT7;LIFR;GEM;AR;TIAM1;SFRP1;SFRP5;RBP1;MT1G;CYP2E1;S100A8;ABCG2;CD274;CSF1R;BEX1;SHMT1;SLC22A1;TNFRSF11B;CD1D;CYP2C19;SOCS2;SOCS3;CD79A;CYP2B6;KLRK1;S100A12;HMOX1;CD14;PROM1;EGR1;CD163;IGF2;IGF1;ESR1;SELE;PBX1;BMP6;TNFRSF10D;NR4A1;IL6;EHD3;CXCL12;PTPRC;NR4A3;SELL;NAT2;CYP1A2;ID4;CYP1A1;FXYD6;KLRD1;IL7R;TAT;IL24;FHL2;CXCL1;CYR61;AKAP12;THBD;HK3;FCGR3A;DNMT3L;FCGR3B;PDE4B;CD38;ANXA8;CD33;MBL2;HS3ST3B1;CR1;MME;MMP2;IL18;PLA2G4A;FOS;PDCD1LG2;F3;CBFA2T3;HCK;PLSCR1;ZEB2;GPRC5A;NCOR1;IL1B;IRF8;HCLS1;CD48;MS4A1;TLR4;RBMS3;COLEC10;CLEC12A;GSTP1;NR1I3;KCNA3;PTGS2;CYP3A4;STX11;IL1RL1;WNT11;CCL5;NTF3;CCL3;CCL2;FYN;NCAM1;BCHE;IGKV1-5;GZMB;LILRB1;LILRB2;KLF4;DHODH;GNMT;AXL;CAMK4;IL2RB;FOSB;FAS;TEK;CLC;FCGR2B;SIGLEC7;CD244;IL18R1;SIGLEC5
Squamous cell carcinoma of the head and neck	92/934	7.42223988101034e-09	3.41133856349293e-07	92	0.0985010706638116	EPO;IL24;SERPINE1;PRF1;TCF21;IL1RAP;AREG;CXCL14;SERPINA7;ADRA1A;FCGR3A;ZFP36;FCGR3B;EDNRB;MYC;IL13RA2;SH3GL2;PRIMA1;DUSP5;PDGFRA;SEMA6A;MME;MMP2;IGFBP3;HGF;FOS;SSTR1;ADRA2B;EREG;CYP2A6;SFRP1;ZEB2;MMRN1;CEACAM6;RARB;CYP2E1;TLR4;S100A8;EPHA3;ITGA9;EPHA2;ENG;ABCG2;RBMS3;CRP;CD274;CSF1R;ADH1C;ADH1B;CHRNA4;SHMT1;GSTP1;NR1I2;TGFA;DTX1;CXCR6;PTGS2;CYP2C19;SOCS3;ADAMTS13;KLRK1;SULT1E1;RAB25;SLCO1B3;CCL2;HMOX1;NCAM1;PROM1;CYP2J2;EGR1;CD163;IGF1;PTPN13;KLF4;LYVE1;ESR1;NR4A2;CYP2C9;CYP26A1;BHMT;IL6;KRT19;CXCL12;NAT1;AXL;CYP1A2;CYP1A1;FOSB;FAS;CD69;IL18R1;FGFR2
Aneurysm	28/152	7.58392238004956e-09	3.46316145845102e-07	28	0.184210526315789	CRP;ACSM3;SERPINE1;PRF1;TGFA;TNFRSF11B;FBLN5;NR3C2;FCGR3B;CCL3;PROK2;CCL2;MMP2;BGN;GZMB;KLF4;SELE;DCN;ACE2;RCAN1;IL6;PTPRC;MMRN1;IL1B;AGTR1;TLR4;IL18R1;ENG
Hyperglycemia	58/488	8.54021354578313e-09	3.86559713935991e-07	58	0.118852459016393	SERPINE1;AQP9;AQP7;DEFB1;SLC2A3;CNDP1;THBD;LEPR;MBL2;SDS;SEMA6A;HGF;CYBB;PLA2G4A;FOS;ACE2;IL1B;AGTR1;CYP2E1;TLR4;MS4A1;ABCG2;CRP;CSF1R;TNFRSF11B;ADRB1;SLC5A1;PTGS2;THBS1;HSD11B1;SOCS3;KLRK1;CCL5;CCL3;HMOX1;CCL2;PCK1;PLTP;P2RY12;NFE2;EGR1;GCKR;GCH1;TGFB3;GCGR;PLA2G2A;IGF2;ESRRG;IGF1;ESR1;SELE;SELP;IL6;CXCL12;SARDH;FOSB;SHBG;IL7R
Fibroid Tumor	43/310	8.57443841310407e-09	3.86559713935991e-07	43	0.138709677419355	EPO;SERPINE1;DPT;SPINT2;PTGS2;RXFP1;THBS1;CYR61;GHR;EDNRB;CYP2B6;MYC;HSD17B2;CCL2;WASF3;EGR1;PDGFRA;EGR2;SDS;TGFB3;IGFBP3;MMP2;IGF2;IL18;IGF1;FOS;F3;ESR1;AR;SFRP1;IL6;NCOR1;NR4A3;SLC7A8;MMRN1;IL1B;RBP1;CYP1A1;SARDH;FAS;TEK;SHBG;ATF3
Middle Cerebral Artery Occlusion	26/135	9.87359476033008e-09	4.42312048820356e-07	26	0.192592592592593	SERPINE1;AQP4;PTGS2;CXCL2;NR3C2;ADAMTS1;CCL3;HMOX1;CCL2;CD14;XDH;CYP2J2;EGR1;HGF;SFTPD;NRG1;IGF1;FOS;SELP;ACE2;RCAN1;CYP2C8;IL6;IL1B;TEK;ATF3
Essential Hypertension	40/278	9.95906398376021e-09	4.43334936333678e-07	40	0.143884892086331	CRP;ACSM3;PTGER2;SERPINE1;NPR3;KCNA3;SLC3A1;ADRB1;CXCR6;DBH;ADRA1B;ADRA1A;SLC8A1;NR3C2;RGS2;KYNU;LEPR;HMOX1;S100A12;CCL2;PTGIS;CYP4F2;GCGR;HGF;TFPI2;CYP4A11;BGN;IGF1;SELE;ADRA2B;SELP;ACE2;CYP2C9;IL6;NR4A3;TRPV6;AGTR1;HLA-DPB1;LPA;KLKB1
Ulcer	31/184	1.11921740128946e-08	4.95113797895426e-07	31	0.168478260869565	SERPINE1;CYP2C19;PTGS2;CYR61;PTGS1;CD79A;SOCS3;FCGR3A;FCGR3B;PDGFRA;EGR1;IL33;MMP7;MME;HGF;MMP2;PLA2G4A;ANXA10;APOA4;CBFA2T3;CYP2C9;IL6;CXCL12;IRF4;IL1B;TFF2;TFF1;TEK;LPA;TLR4;S100A8
Behcet Syndrome	38/258	1.21953463586678e-08	5.36140754823917e-07	38	0.147286821705426	CRP;FCN2;CD274;SERPINE1;PROZ;PTPN22;GATA3;CYP2C19;AREG;BACH2;THBD;HMOX1;CCL2;KLRC1;MBL2;CCR1;CCL23;FCRL3;IL18;NRG1;PDCD1LG2;GEM;EREG;TGFBR3;CYP2C9;IL6;AIM2;SELL;NAT2;IL1B;CYP1A1;HLA-DPB1;FAS;IRF8;KLRD1;CD69;TLR4;MS4A1
TNF receptor-associated periodic fever syndrome (TRAPS)	14/41	1.23470589671103e-08	5.3945977388399e-07	14	0.341463414634146	CRP;HGF;FCGR3A;IL6;FCGR3B;CCL5;CCL4;IL2RB;CCL2;HCLS1;CD14;SIGLEC7;EPHA3;IL18R1
Liver Cirrhosis, Alcoholic	21/93	1.39076177248567e-08	6.0127453014386e-07	21	0.225806451612903	ADH1C;ADH1B;CCL4L2;MMP2;GSTP1;SLC1A2;GPT;CXCL1;SELE;TM6SF2;IL6;CYP2B6;SULT1E1;NAT2;IL1B;CCL4;FAS;CYP2E1;CD14;TLR4;ABCG2
Depressive disorder	77/741	1.39317636258255e-08	6.0127453014386e-07	77	0.10391363022942	GABRB3;SRPX;TAT;SERPINE1;HBB;PTPN22;AQP4;OXT;DBH;NR3C2;CRHBP;ADAMTS2;RGS1;PDE4B;PROK2;EPHB1;IL18;NPY1R;KRT7;APOA4;NRG1;ABCC9;TGFBR3;AR;SFRP1;DEPDC7;FOLH1;IL1B;AGTR1;CYP2E1;TLR4;MS4A1;ATF3;PVALB;RBMS3;CRP;CSF1R;GPM6A;ADH1B;CHRNA4;SLC1A1;KCNA3;SLC1A2;ADRB1;GATA3;PTGS2;CYP2C19;PTGS1;HSD11B1;PDE11A;CYP2B6;ADAMTS13;RELN;NTF3;CDH23;NCAM1;GRIA3;SNCA;FZD1;LGI1;NGFR;NTRK2;EGR3;GCH1;PLA2G2A;SLC4A10;IGF1;ESR1;NR4A2;SELP;CYP2C9;IL6;FOSB;FAS;ALPL;SHBG;FGFR2
Invasive carcinoma of breast	49/385	1.40430208248805e-08	6.02403038778813e-07	49	0.127272727272727	ITK;EPO;SERPINE1;CYR61;ZFP36;DACH1;MYC;IGFBP3;HGF;MMP2;F3;AR;ARHGAP10;SFRP1;NCOR1;AGTR1;RARB;LPA;TLR4;EPHA2;CRP;CD274;GSTP1;TGFA;TMPRSS2;TNFRSF11B;GATA3;PTGS2;THBS1;ADAMTS13;CCL2;FZD1;TFPI2;PLA2G2A;IGF2;LILRB1;IGF1;ESR1;KRT19;IL6;CXCL12;TRPV6;AXL;CYP1A1;SNAI1;FAS;THRSP;F2RL2;FGFR2
Giant Cell Arteritis	24/119	1.41598567789209e-08	6.03755820971097e-07	24	0.201680672268908	CRP;IL33;GADD45B;SHMT1;MMP2;PLA2G2A;IL18;PTPN22;PTGS2;SELE;GADD45G;IL1RL1;IL6;FCGR3A;EDNRB;KLRK1;FCGR3B;CCL5;CCL2;FAS;FCGR2B;TLR4;S100A8;MBL2
Allergic asthma	32/197	1.6200926850682e-08	6.86179683671223e-07	32	0.16243654822335	GSTP1;SERPINE1;PTPN22;GATA3;TBXA2R;CCL5;PDE4B;S100A12;CCL2;FYN;CD14;PTGDS;ACAA1;MBL2;CCR1;CYP2J2;IL33;TSLP;SFTPD;IL18;PLA2G4A;MCC;TGFBR3;IL6;CD4;NAT2;IRF4;IL1B;TFF2;SHBG;TLR4;IL18R1
Carcinoma of bladder	107/1162	1.62868305816283e-08	6.86179683671223e-07	107	0.0920826161790017	CD80;SERPINE1;NR3C2;RGS2;EDNRB;MYC;PRSS8;SLC16A4;EOMES;PDGFRA;SDS;SEMA6A;IGFBP3;HGF;KRT7;GEM;AR;SFRP1;FEZ1;RBP1;AGTR1;CYP2E1;LPA;ATF3;S100A8;CFTR;EPHA2;CD274;NNMT;HEPACAM;CHRNA4;TGFA;TNFRSF11B;GATA3;GLYAT;CYP2C19;FBLN5;CYP2B6;HMOX1;CD14;TRPM8;NGFR;SLC14A1;EGR1;CD163;TFPI2;IGF2;IGF1;ESR1;FOSL1;IL6;GJB2;CXCL12;NAT1;NAT2;ID1;CYP1A2;ID4;CYP1A1;SNAI1;PEMT;SHBG;FGFR2;ITK;IL24;TCF21;SLC2A3;THBD;MMP7;MMP2;BGN;NRG1;FOS;F3;DCN;ALDH1A3;ZEB2;GPRC5A;F9;NCOR1;IL1B;GAS1;RARB;TLR4;UGT2B7;BCL2A1;ADH1C;ADH1B;GSTP1;NR1I2;PTGS2;CYP3A4;PTGS1;RAB25;CCL2;FYN;WASF3;GZMB;KLF4;PODN;GSTZ1;KRT19;AXL;HLA-DPB1;SARDH;FOSB;FAS
Hepatitis, Autoimmune	25/129	1.65900160063759e-08	6.90730195841933e-07	25	0.193798449612403	CD274;HHIP;GPT;CXCL1;CYP2C19;CYP3A4;FTCD;CYP2B6;CCL5;CCL2;FCRL3;IL18;PDCD1LG2;GEM;CYP2C9;IL6;PTPRC;CXCL12;IL1B;CYP1A2;HLA-DPB1;FAS;CYP2E1;FCGR2B;HAMP
tumor vasculature	25/129	1.65900160063759e-08	6.90730195841933e-07	25	0.193798449612403	EPO;SERPINE1;NTN4;PTN;ANTXR2;THBS1;CYR61;EDNRB;KLRK1;STAB1;IL13RA2;PROM1;SEMA6A;MMP2;IGF1;SELE;F3;SELP;RCAN1;IL6;CTH;TEK;EPHA2;ABCG2;ENG
Acquired Immunodeficiency Syndrome	31/188	1.88625197492948e-08	7.80753887634555e-07	31	0.164893617021277	ITIH4;TAT;PRF1;OXT;CXCR6;THBS1;FCGR3A;FCGR3B;MYC;CCL5;CCL4;CCL3;CD38;CCL2;CD14;MBL2;DUSP5;MMP2;SFTPD;IL18;IGF1;AR;IL6;CD4;CXCL12;F9;NAT2;IL1B;FAS;TLR4;ABCG2
Neutropenia	30/178	1.90682850012042e-08	7.84682100223972e-07	30	0.168539325842697	CRP;CDA;EPO;GSTP1;NR1I3;NR1I2;GPT;CYP3A4;SOCS3;FCGR3A;FCGR3B;SLCO1B3;PDE4B;NCAM1;MBL2;MMP2;B3GAT1;ESR1;SELE;CYP39A1;CYP2C8;IL6;CYP2A6;IL1B;TFF1;FCGR2B;TLR4;SLC28A1;ABCG2;SLC28A3
Cerebral Ischemia	39/275	2.27894025997265e-08	9.32294362874788e-07	39	0.141818181818182	EPO;TAT;SERPINE1;KCNA3;SLC1A2;PROZ;AQP4;PTPN22;PTGS2;SLC8A1;NR3C2;EDNRB;ADAMTS1;NTF3;CCL4;CCL3;CCL2;PHGDH;CD14;MBL2;EGR1;SEMA6A;SFTPD;IL18;CYBB;PLA2G4A;IGF1;FOS;SELE;SELP;PLSCR1;IL6;CXCL12;IL1B;AGTR1;HLA-DPB1;FOSB;TLR4;ANGPTL1
Juvenile rheumatoid arthritis	25/131	2.29187933230027e-08	9.32294362874788e-07	25	0.190839694656489	ANKRD55;TNFRSF11B;PTPN22;VTCN1;CXCR6;FCGR3A;FCGR3B;CCL5;CCL2;NCAM1;CD14;MBL2;FCRL3;IL18;SELE;SELP;IL6;IL1B;IL2RB;HLA-DPB1;FAS;CD226;ASPA;TLR4;ENG
Tumor Progression	168/2090	2.34869921884932e-08	9.499481754866e-07	168	0.0803827751196172	CYFIP2;RASL11B;EPO;SERPINE1;PRF1;CLDN2;CXCL14;NR3C2;ZFP36;MT1DP;DACH1;EDNRB;RGS1;ADORA3;MYC;LEPR;PROK2;PTGDS;SLC16A4;PDGFRA;GABARAPL1;SEMA6A;IGFBP3;HGF;UGT2B15;ANXA10;AR;TIAM1;SFRP1;FOLH1;RBP1;AGTR1;CD226;LPA;ATF3;S100A8;EPHA2;ABCG2;CD274;SLC22A1;TGFA;TNFRSF11B;GATA3;VTCN1;SOCS2;PLAC8;SOCS3;KLRK1;TSPAN7;S100A12;HMOX1;TRPM8;PROM1;GRIA3;NGFR;EGR1;CD163;GLYATL1;TSLP;TGFB3;TFPI2;IGF2;GDF2;IGF1;ESR1;SELE;BMP6;GADD45G;FOSL1;NR4A2;MARCO;NR4A1;IL6;CXCL12;VNN1;TRPV6;NAT2;LHX2;ID1;ID4;SNAI1;LRRN1;FGFR2;DIRAS3;CXCL6;IL24;FHL2;TCF21;CXCL1;AREG;ADRA1A;CYR61;AKAP12;THBD;FCGR3A;FCGR3B;ADAMTS1;STAB1;MMP7;PEG3;MME;ANXA3;MMP2;BGN;IL18;PLA2G4A;AMPD1;FOS;F3;ADRA2B;DCN;AJAP1;TGFBR3;ZEB2;GPRC5A;AIM2;MMRN1;CEACAM6;IL1B;IRF8;RARB;ANGPTL4;TLR4;ANGPTL1;ITGA9;ENG;RBMS3;CRP;LAMA2;BCL2A1;HPGD;GSTP1;PTGER2;ADH1A;NR1I2;KCNA3;ITLN1;TMPRSS2;SEMA3E;PTN;CXCR6;PTGS2;THBS1;SULT1E1;RAB25;CCL5;ATOH8;CCL3;CCL2;FYN;NCAM1;WASF3;NTRK2;IL33;GZMB;KLF4;PTPN13;GRHL2;SULF2;KRT19;AXL;VEPH1;SAA1;FOSB;FAS;CD69;LGR6;FCGR2B
Malignant neoplasm of urinary bladder	105/1144	2.65462212692107e-08	1.06758042126973e-06	105	0.0917832167832168	CD80;SERPINE1;NR3C2;RGS2;EDNRB;MYC;PRSS8;SLC16A4;EOMES;PDGFRA;SDS;SEMA6A;IGFBP3;HGF;KRT7;GEM;AR;SFRP1;MT1A;FEZ1;RBP1;AGTR1;CYP2E1;LPA;ATF3;S100A8;CFTR;EPHA2;NNMT;HEPACAM;CHRNA4;GATA3;GLYAT;CYP2C19;FBLN5;CYP2B6;HMOX1;CD14;PROM1;NGFR;SLC14A1;EGR1;CD163;TFPI2;IGF2;IGF1;ESR1;FOSL1;IL6;GJB2;CXCL12;NAT1;NAT2;ID1;CYP1A2;ID4;CYP1A1;SNAI1;PEMT;SHBG;FGFR2;IL24;TCF21;SLC2A3;THBD;CA2;MMP7;MMP2;BGN;NRG1;FOS;DCN;ALDH1A3;ZEB2;GPRC5A;NCOR1;IL1B;GAS1;RARB;TLR4;UGT2B7;ITIH5;LAMA2;BCL2A1;ADH1C;ADH1B;GSTP1;NR1I2;PTGS2;CYP3A4;PTGS1;RAB25;CCL2;FYN;WASF3;GZMB;KLF4;PODN;GSTZ1;KRT19;AXL;HLA-DPB1;SARDH;FOSB;FAS
Urticaria	23/114	2.8022554632227e-08	1.12058554625369e-06	23	0.201754385964912	CRP;PDGFRA;ITIH4;HDC;IL18;PLA2G4A;GZMB;NLRC4;ANTXR2;PTGS2;ESR1;SELE;F3;SELP;FCGR3A;FCGR3B;ADORA3;IL1B;ABI3BP;HLA-DPB1;FCER1A;FAS;TRPM8
Renal fibrosis	32/202	2.99726936945847e-08	1.19183553915882e-06	32	0.158415841584158	SERPINE1;THBS1;SOCS3;RGS2;WNT11;CCL3;CCL2;PTGDS;XDH;CCR1;EGR1;SEMA6A;MMP7;HGF;MMP2;IL18;CYBB;IRAK3;BMP6;DCN;HCK;NR4A1;SFRP1;IL6;CXCL12;SFRP5;AGTR1;SNAI1;LPA;TLR4;ENG;RBMS3
Inflammatory disorder	31/192	3.12638396649525e-08	1.23623160418175e-06	31	0.161458333333333	CRP;CSF1R;CD274;CD5L;AQP4;PRELP;GATA3;PTGS2;THBS1;BACH2;S100A12;CCL2;XDH;MBL2;IL33;CCL23;TSLP;HGF;BGN;IGF1;ESR1;SELE;GEM;SELP;IL6;IL1B;SAA1;CD69;HAMP;TLR4;CFTR
Hyperlipoproteinemia Type IIa	27/153	3.60009485103906e-08	1.41559372786215e-06	27	0.176470588235294	CRP;CETP;ITIH4;ADH1A;SERPINE1;LCAT;GHR;NPC1L1;CCL5;CD14;EPHX2;MMP2;IL18;APOA4;ESR1;F3;APOA5;SELP;IL6;NR4A3;IL1B;AGTR1;ANGPTL3;LPA;MT1B;HPD;ABCG2
Lung Injury	10/21	3.61998396076645e-08	1.41559372786215e-06	10	0.476190476190476	IL6;MME;CYP1A2;CCL4;CYP1A1;CCL3;TGFA;HMOX1;CCL2;TLR4
Neoplasm Invasiveness	30/183	3.65196318756074e-08	1.42025249678873e-06	30	0.163934426229508	EPO;ZFP36;EDNRB;ADAMTS1;CCL5;HMOX1;CCL2;NCAM1;LGI1;NTRK2;HGF;MMP2;KRT7;SLC6A12;NRG1;IGF1;ESR1;TBX15;IL6;ZEB2;KRT19;CXCL12;AXL;IL1B;ID4;SNAI1;CYP2E1;ANGPTL4;SHBG;TLR4
Lymphohistiocytosis, Hemophagocytic	15/51	3.7180131377304e-08	1.43803808682272e-06	15	0.294117647058824	ITK;CD163;SH2D1A;FHL2;PRF1;IL18;GZMB;STX11;PTPRC;CCL4;HMOX1;CCL2;TFF1;NCAM1;ATF5
Impaired glucose tolerance	43/326	3.83363461820899e-08	1.47469922976539e-06	43	0.131901840490798	CRP;CETP;ADH1C;MOGAT2;ADH1B;EPO;GLS2;TAT;AQP9;SERPINE1;NR1I2;GPT;GPR83;SLC2A3;THBS1;NR3C2;HSD11B1;PLAC8;GHR;SOCS3;C1QTNF7;CCL4;LEPR;CD14;GPC4;PRKG1;RAG1;GCKR;GCGR;IGFBP3;IGF1;HBA1;ESR1;SELE;ADRA2B;ACE2;IL6;SFRP5;AGTR1;FETUB;ANGPTL4;TLR4;MS4A1
Venous Thrombosis	20/90	4.08568267845593e-08	1.563160108006e-06	20	0.222222222222222	CCR1;P2RY12;PDGFRA;PTGIR;EPO;SERPINE1;F11;PROZ;TNFRSF11B;F3;ESR1;SELP;THBD;F8;F9;CYP4V2;SAA1;FAS;LPA;TLR4
Ovarian Carcinoma	174/2203	4.33784374884761e-08	1.65071279862061e-06	174	0.0789832047208352	CYFIP2;FCN2;SPON1;FCN3;EPO;CD80;SERPINE1;SPINT2;BACH2;RGS2;DACH1;MYC;LEPR;COTL1;PRSS8;IL13RA2;PTGDS;CCBE1;PDGFRA;SEMA6A;IGFBP3;HGF;LIFR;EREG;AR;SFRP1;CRISPLD2;SFRP5;RBP1;SLC9A9;AGTR1;MASP2;LPA;SKAP1;ATF3;EPHA3;EPHA2;ABCG2;CD274;CSF1R;SHMT1;ABCB4;TGFA;ADRB1;AEBP1;VTCN1;FBLN5;SOCS2;ADH4;CYP2B6;KLRK1;EPB41L3;SLCO1B3;HMOX1;PROM1;CCR1;NGFR;EGR1;NAPSA;CD163;SRD5A2;TGFB3;CYP4F2;TFPI2;ABCA9;IGF2;GDF2;ABCA8;IGF1;ESR1;SELE;PBX1;FOSL1;CYP2C8;IL6;CXCL12;PTPRC;TRPV6;NAT2;ID1;CYP1A2;ID4;CYP1A1;SNAI1;ID3;SHBG;IL7R;FGFR2;DIRAS3;ITK;TAT;IL24;TCF21;HBB;OXT;CXCL1;CD3E;AREG;CYR61;AKAP12;THBD;FCGR3A;ADAMTS1;PHGDH;HGFAC;PRKG1;DUSP2;MMP7;PEG3;ANXA3;MMP2;IL18;PLA2G4A;NRG1;FOS;HBA1;F3;DCN;CLDN11;TGFBR3;ARHGAP10;PLSCR1;ZEB2;BDH2;MMRN1;SLCO4A1;IL1B;RARB;ANGPTL4;PDZRN3;ASPA;TLR4;ENG;RBMS3;ADH1B;GSTP1;NR1I3;NR1I2;AFM;HSD17B13;PTN;PTGS2;CYP3A4;THBS1;PTGS1;TCEAL7;SULT1E1;SERTAD1;RAB25;CCL5;CCL4;HSD17B2;CCL2;CCL19;FILIP1L;XDH;WASF3;NTRK2;IL33;BCHE;GALNT3;EYA2;PLA2G2A;GZMB;LILRB1;KLF4;GRHL2;KLK11;AXL;VEPH1;FOSB;FAS;TEK;LGR6
Endometrial Neoplasms	35/238	4.74877062089247e-08	1.79742237725545e-06	35	0.147058823529412	CRP;EPO;GSTP1;NR1I2;PTGS2;CYP3A4;CYR61;SOCS3;SULT1E1;MYC;HSD17B2;RDH16;LEPR;CCL2;MMP7;MME;SRD5A2;MMP2;ABCC9;IGF1;FOS;ESR1;DCN;AR;GJB2;IL6;IL1B;CYP1A1;RARB;FAS;SHBG;TLR4;S100A8;FGFR2;ENG
Major Depressive Disorder	58/513	5.11222480912572e-08	1.92469825526552e-06	58	0.113060428849903	SERPINE1;IL24;OXT;DBH;ADRA1A;NR3C2;CRHBP;TDO2;KYNU;GRM8;PDE4B;PROK2;EPHB1;PRIMA1;SLC6A13;NRG1;FOS;ANK3;KMO;ADRA2B;IL1B;HCLS1;PVALB;CRP;GPM6A;CHRNA4;SLC1A1;SLC1A2;ADRB1;CXCR6;CFP;PTGS2;CYP2C19;PDE11A;RELN;ABI3BP;NTF3;CCL2;NCAM1;PROM1;XDH;WASF3;NGFR;NTRK2;EGR1;GCH1;ESR1;BMP5;NR4A2;CYP2C9;EHD3;IL6;CYP1A2;IL2RB;PLP1;FOSB;SIGLEC7;FGFR2
Breast Fibrocystic Disease	18/75	5.47647584013546e-08	2.03623445206839e-06	18	0.24	HGF;IGFBP3;MMP2;GSTP1;SDC3;IGF2;GFRA1;IGF1;PTGS2;ESR1;FOSL1;AR;KRT19;NAT2;MYC;RBP1;CYP1A1;SHBG
Mucocutaneous Lymph Node Syndrome	27/156	5.48326047726456e-08	2.03623445206839e-06	27	0.173076923076923	CRP;CCL4L2;SERPINE1;PRF1;IL1RAP;GATA3;FCGR3B;CCL4;HMOX1;S100A12;CCL2;KCNN2;CD14;MBL2;HGF;MMP2;PDE2A;IL18;GZMB;IL6;IL1B;AGTR1;HLA-DPB1;IRF8;CYP2E1;FCGR2B;S100A8
Chronic Lung Injury	11/27	5.49478355955161e-08	2.03623445206839e-06	11	0.407407407407407	IL6;MME;CCL4;CYP1A2;CCL3;CYP1A1;TGFA;HMOX1;CCL2;TLR4;CFTR
Progressive Neoplastic Disease	28/167	6.31865279563097e-08	2.32934502538938e-06	28	0.167664670658683	CRP;CDA;ITIH4;TGFA;HBB;PTGS2;AREG;FCGR3A;FCGR3B;MYC;HSD17B2;CCL4;CD38;CCL2;CCL19;PROM1;EPHB1;HGF;IL18;ESR1;SELE;AR;CH25H;IL6;CYP2A6;PTPRC;MMRN1;MS4A1
Thrombus	14/46	6.54497164418571e-08	2.40027509313712e-06	14	0.304347826086957	CRP;P2RY12;EPO;HGF;SERPINE1;CYP2C19;PTGS2;KLF4;F3;SELP;THBD;F9;HMOX1;KLKB1
Juvenile-Onset Still Disease	28/168	7.20406246135068e-08	2.62836876811547e-06	28	0.166666666666667	CTTNBP2;LRRK2;ANKRD55;AQP9;CXCL1;SLC2A3;AREG;THBS1;MS4A4A;LILRA5;RASGEF1B;STAB1;PGM5;CD14;WASF3;EGR1;DUSP2;IGF2;NRG1;FOS;KLF4;NR4A2;IL6;NR4A3;CD8B;MAFF;FOSB;APOBEC3A
early pregnancy	24/129	7.24618993091042e-08	2.63018114517867e-06	24	0.186046511627907	ITIH4;BCHE;IL33;MMP7;CD80;SERPINE1;TGFA;IGF1;ESR1;IL6;FCGR3A;FCGR3B;TDO2;NAT1;NAT2;AGTR1;FAS;NCAM1;CD69;TLR4;S100A8;FGFR2;MBL2;OTC
Kidney Failure, Acute	41/310	7.34662859163977e-08	2.65303250875644e-06	41	0.132258064516129	CRP;EPO;GSTP1;SLC22A1;CD5L;NR1I2;AFM;TGFA;CXCL1;PTGS2;CYP2C19;CYP3A4;SERPINA4;THBD;ADAMTS13;CPT2;HMOX1;CCL2;XDH;FGF23;MBL2;HGF;IGFBP3;EPHX2;MMP2;BGN;IL18;IGF1;SLC2A9;AR;CYP2C9;IL6;CXCL12;MEP1B;IL1B;AGTR1;RARB;FAS;LCP2;TLR4;ATF3
Solid Neoplasm	82/840	7.48633363941081e-08	2.68312749665328e-06	82	0.0976190476190476	CDA;EPO;CD80;TAT;IL24;SERPINE1;NR3C2;ADAMTS1;MYC;CD38;AOX1;IL13RA2;MBL2;PDGFRA;MMP7;MME;MMP2;IGFBP3;HGF;IL18;SERPINB9;PDCD1LG2;F3;GEM;SFRP1;FOLH1;MMRN1;CD8A;CEACAM6;IL1B;IRF8;RARB;CD226;TFF1;MS4A1;EPHA3;EPHA2;ENG;ABCG2;RBMS3;CD274;CSF1R;GSTP1;NR1I3;TGFA;TMPRSS2;PTGS2;CYP2C19;THBS1;SOCS3;CLEC3B;CYP2B6;KLRK1;IGKC;CCL5;HMOX1;PROM1;NTRK2;EGR1;TSLP;CCL21;TRAT1;TFPI2;IGF2;GZMB;IGF1;MCC;ESR1;SULF2;IL6;HAL;KRT19;PTPRC;CXCL12;TRPV6;NAT2;AXL;CYP1A1;FAS;CD69;TEK;FGFR2
